Packet Number,Device Name Source,Device Type Source,Source Address,Destination Address,Device Name Destination,Device Type Destination,Source Address ZigBee,Device Name ZigBee Source,Device Type ZigBee Source,Destination Address ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Human Command,Human Command Origin,Packet Type,Command String
1069,Power Plug 1,Socket,0x3d95,0x0000,Coordinator,Coordinator,0x3d95,Power Plug 1,Socket,0x0000,Coordinator,Coordinator,0,,Report Attributes (0x0a),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '125', 'Command': 'Report Attributes (0x0a)', 'Attribute': ['Application Version (0x0001)', 'Unknown (0xffe2)', 'Unknown (0xffe4)'], 'Data Type': ['8-Bit Unsigned Integer (0x20)', '8-Bit Unsigned Integer (0x20)', '8-Bit Unsigned Integer (0x20)'], 'Uint8': ['77 (0x4d)', '54 (0x36)', '0 (0x00)']}"
1070,Coordinator,Coordinator,0x0000,0xe1a6,Smart Socket,Socket,0x0000,Coordinator,Coordinator,0x3d95,Power Plug 1,Socket,0,,Default Response (0x0b),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '125', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
1071,Smart Socket,Socket,0xe1a6,0x3d95,Power Plug 1,Socket,0x0000,Coordinator,Coordinator,0x3d95,Power Plug 1,Socket,0,,Default Response (0x0b),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '125', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
1072,Moes Bulb,Bulb,0x1e15,0xffff,Broadcast,Broadcast,0x1e15,Moes Bulb,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '7', 'Links': [{'Address': '0x0000', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '3', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1073,Power Plug 2,Socket,0xa706,0xffff,Broadcast,Broadcast,0xa706,Power Plug 2,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '7', 'Links': [{'Address': '0x0000', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '2', 'Outgoing Cost': '3'}, {'Address': '0x1cd8', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0x3d95', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0xe1a6', 'Incoming Cost': '5', 'Outgoing Cost': '5'}, {'Address': '0xec7f', 'Incoming Cost': '5', 'Outgoing Cost': '1'}]}"
1074,Power Plug 1,Socket,0x3d95,0xffff,Broadcast,Broadcast,0x3d95,Power Plug 1,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '2', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1075,Ledvance Z3 Plug,Socket,0x4e11,0xffff,Broadcast,Broadcast,0x4e11,Ledvance Z3 Plug,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '3', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '3', 'Outgoing Cost': '3'}, {'Address': '0x3d95', 'Incoming Cost': '3', 'Outgoing Cost': '2'}, {'Address': '0xa706', 'Incoming Cost': '5', 'Outgoing Cost': '0'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1076,Coordinator,Coordinator,0x0000,0xffff,Broadcast,Broadcast,0x0000,Coordinator,Coordinator,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0112', 'Incoming Cost': '1', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1077,Coordinator,Coordinator,0x0000,0xe1a6,Smart Socket,Socket,0x0000,Coordinator,Coordinator,0xe1a6,Smart Socket,Socket,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '135', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
1078,Smart Socket,Socket,0xe1a6,0x0000,Coordinator,Coordinator,0xe1a6,Smart Socket,Socket,0x0000,Coordinator,Coordinator,0,,Read Attributes Response (0x01),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '135', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '231 (0x00000000000000e7)', 'Bitmap8': '0x00'}"
1079,Coordinator,Coordinator,0x0000,0xe1a6,Smart Socket,Socket,0x0000,Coordinator,Coordinator,0x3d95,Power Plug 1,Socket,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '137', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
1080,Smart Socket,Socket,0xe1a6,0x3d95,Power Plug 1,Socket,0x0000,Coordinator,Coordinator,0x3d95,Power Plug 1,Socket,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '137', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
1081,Power Plug 1,Socket,0x3d95,0x0000,Coordinator,Coordinator,0x3d95,Power Plug 1,Socket,0x0000,Coordinator,Coordinator,0,,Read Attributes Response (0x01),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '137', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '100 (0x0000000000000064)', 'Bitmap8': '0x00'}"
1082,Coordinator,Coordinator,0x0000,0xe1a6,Smart Socket,Socket,0x0000,Coordinator,Coordinator,0xe1a6,Smart Socket,Socket,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '139', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
1083,Smart Socket,Socket,0xe1a6,0x0000,Coordinator,Coordinator,0xe1a6,Smart Socket,Socket,0x0000,Coordinator,Coordinator,0,,Read Attributes Response (0x01),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '139', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '221 (0x00dd)']}"
1084,Coordinator,Coordinator,0x0000,0xe1a6,Smart Socket,Socket,0x0000,Coordinator,Coordinator,0x3d95,Power Plug 1,Socket,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '141', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
1085,Smart Socket,Socket,0xe1a6,0x3d95,Power Plug 1,Socket,0x0000,Coordinator,Coordinator,0x3d95,Power Plug 1,Socket,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '141', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
1086,Coordinator,Coordinator,0x0000,0xa706,Power Plug 2,Socket,0x0000,Coordinator,Coordinator,0xa706,Power Plug 2,Socket,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '143', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
1087,Coordinator,Coordinator,0x0000,0xa706,Power Plug 2,Socket,0x0000,Coordinator,Coordinator,0xa706,Power Plug 2,Socket,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '143', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
1088,Power Plug 1,Socket,0x3d95,0x0000,Coordinator,Coordinator,0x3d95,Power Plug 1,Socket,0x0000,Coordinator,Coordinator,0,,Read Attributes Response (0x01),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '141', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '219 (0x00db)']}"
1089,Coordinator,Coordinator,0x0000,0xa706,Power Plug 2,Socket,0x0000,Coordinator,Coordinator,0xa706,Power Plug 2,Socket,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '145', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
1090,Power Plug 2,Socket,0xa706,0x0000,Coordinator,Coordinator,0xa706,Power Plug 2,Socket,0x0000,Coordinator,Coordinator,0,,Read Attributes Response (0x01),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '145', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '24 (0x0000000000000018)', 'Bitmap8': '0x00'}"
1091,Ledvance Bulb,Bulb,0xec7f,0xffff,Broadcast,Broadcast,0xec7f,Ledvance Bulb,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '1', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xa706', 'Incoming Cost': '1', 'Outgoing Cost': '5'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1092,Philips Lamp 1,Bulb,0x1cd8,0xffff,Broadcast,Broadcast,0x1cd8,Philips Lamp 1,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1093,Smart Socket,Socket,0xe1a6,0xffff,Broadcast,Broadcast,0xe1a6,Smart Socket,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xa706', 'Incoming Cost': '5', 'Outgoing Cost': '5'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1094,Moes Bulb,Bulb,0x1e15,0xffff,Broadcast,Broadcast,0x1e15,Moes Bulb,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '7', 'Links': [{'Address': '0x0000', 'Incoming Cost': '5', 'Outgoing Cost': '1'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '3', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1095,Power Plug 2,Socket,0xa706,0xffff,Broadcast,Broadcast,0xa706,Power Plug 2,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '7', 'Links': [{'Address': '0x0000', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '3', 'Outgoing Cost': '3'}, {'Address': '0x1cd8', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0x3d95', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0xe1a6', 'Incoming Cost': '5', 'Outgoing Cost': '5'}, {'Address': '0xec7f', 'Incoming Cost': '5', 'Outgoing Cost': '1'}]}"
1096,Power Plug 1,Socket,0x3d95,0xffff,Broadcast,Broadcast,0x3d95,Power Plug 1,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '2', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1097,Ledvance Z3 Plug,Socket,0x4e11,0xffff,Broadcast,Broadcast,0x4e11,Ledvance Z3 Plug,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '3', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '3', 'Outgoing Cost': '3'}, {'Address': '0x3d95', 'Incoming Cost': '3', 'Outgoing Cost': '2'}, {'Address': '0xa706', 'Incoming Cost': '5', 'Outgoing Cost': '0'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1098,Coordinator,Coordinator,0x0000,0xffff,Broadcast,Broadcast,0x0000,Coordinator,Coordinator,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0112', 'Incoming Cost': '1', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '5'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1099,Ledvance Bulb,Bulb,0xec7f,0xffff,Broadcast,Broadcast,0xec7f,Ledvance Bulb,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '1', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xa706', 'Incoming Cost': '1', 'Outgoing Cost': '5'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1100,Philips Lamp 1,Bulb,0x1cd8,0xffff,Broadcast,Broadcast,0x1cd8,Philips Lamp 1,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '1', 'Outgoing Cost': '3'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1101,Smart Socket,Socket,0xe1a6,0xffff,Broadcast,Broadcast,0xe1a6,Smart Socket,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xa706', 'Incoming Cost': '5', 'Outgoing Cost': '5'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1102,Moes Bulb,Bulb,0x1e15,0xffff,Broadcast,Broadcast,0x1e15,Moes Bulb,Bulb,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '7', 'Links': [{'Address': '0x0000', 'Incoming Cost': '5', 'Outgoing Cost': '1'}, {'Address': '0x1cd8', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x3d95', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0x4e11', 'Incoming Cost': '3', 'Outgoing Cost': '3'}, {'Address': '0xa706', 'Incoming Cost': '7', 'Outgoing Cost': '7'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1103,Ledvance Z3 Plug,Socket,0x4e11,0xffff,Broadcast,Broadcast,0x4e11,Ledvance Z3 Plug,Socket,0xfffc,Broadcast,Broadcast,0,,Link Status (0x08),"{'Command Identifier': 'Link Status (0x08)', 'Last Frame': 'True', 'First Frame': 'True', 'Link Status Count': '8', 'Links': [{'Address': '0x0000', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x0112', 'Incoming Cost': '3', 'Outgoing Cost': '7'}, {'Address': '0x1cd8', 'Incoming Cost': '3', 'Outgoing Cost': '1'}, {'Address': '0x1e15', 'Incoming Cost': '3', 'Outgoing Cost': '3'}, {'Address': '0x3d95', 'Incoming Cost': '3', 'Outgoing Cost': '2'}, {'Address': '0xa706', 'Incoming Cost': '5', 'Outgoing Cost': '0'}, {'Address': '0xe1a6', 'Incoming Cost': '1', 'Outgoing Cost': '1'}, {'Address': '0xec7f', 'Incoming Cost': '1', 'Outgoing Cost': '1'}]}"
1104,Coordinator,Coordinator,0x0000,0xe1a6,Smart Socket,Socket,0x0000,Coordinator,Coordinator,0xe1a6,Smart Socket,Socket,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '147', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
1105,Smart Socket,Socket,0xe1a6,0x0000,Coordinator,Coordinator,0xe1a6,Smart Socket,Socket,0x0000,Coordinator,Coordinator,0,,Read Attributes Response (0x01),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '147', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '231 (0x00000000000000e7)', 'Bitmap8': '0x00'}"
1106,Coordinator,Coordinator,0x0000,0xe1a6,Smart Socket,Socket,0x0000,Coordinator,Coordinator,0x3d95,Power Plug 1,Socket,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '149', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
1107,Smart Socket,Socket,0xe1a6,0x3d95,Power Plug 1,Socket,0x0000,Coordinator,Coordinator,0x3d95,Power Plug 1,Socket,0,,Read Attributes (0x00),"{'Layer ZBEE_ZCL': '', 'Sequence Number': '149', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
